;Lvl;PreEvol;HM;TM;Egg;Tutor;Move;TR;Pokemon
15300;1;False;;;False;False;Rapid Spin;;Coalossal
15301;1;False;;;False;False;Smack Down;;Coalossal
15302;1;False;;;False;False;Smokescreen;;Coalossal
15303;1;False;;;False;False;Tackle;;Coalossal
15304;15;False;;;False;False;Rock Polish;;Coalossal
15305;20;False;;;False;False;Ancient Power;;Coalossal
15306;27;False;;;False;False;Incinerate;;Coalossal
15307;37;False;;116;False;False;Stealth Rock;;Coalossal
15308;45;False;;;False;False;Heat Crash;;Coalossal
15309;54;False;;76;False;False;Rock Blast;;Coalossal
15310;63;False;;150;False;False;Stone Edge;;Coalossal
15311;;False;;01;False;False;Take Down;;Coalossal
15312;;False;;07;False;False;Protect;;Coalossal
15313;;False;;24;False;False;Fire Spin;;Coalossal
15314;;False;;25;False;False;Facade;;Coalossal
15315;;False;;28;False;False;Bulldoze;;Coalossal
15316;;False;;36;False;False;Rock Tomb;;Coalossal
15317;;False;;47;False;False;Endure;;Coalossal
15318;;False;;49;False;False;Sunny Day;;Coalossal
15319;;False;;51;False;False;Sandstorm;;Coalossal
15320;;False;;55;False;False;Dig;;Coalossal
15321;;False;;66;False;False;Body Slam;;Coalossal
15322;;False;;67;False;False;Fire Punch;;Coalossal
15323;;False;;70;False;False;Sleep Talk;;Coalossal
15324;;False;;74;False;False;Reflect;;Coalossal
15325;;False;;85;False;False;Rest;;Coalossal
15326;;False;;86;False;False;Rock Slide;;Coalossal
15327;;False;;89;False;False;Body Press;;Coalossal
15328;;False;;90;False;False;Spikes;;Coalossal
15329;;False;;99;False;False;Iron Head;;Coalossal
15330;;False;;101;False;False;Power Gem;;Coalossal
15331;;False;;103;False;False;Substitute;;Coalossal
15332;;False;;104;False;False;Iron Defense;;Coalossal
15333;;False;;107;False;False;Will-O-Wisp;;Coalossal
15334;;False;;118;False;False;Heat Wave;;Coalossal
15335;;False;;121;False;False;Heavy Slam;;Coalossal
15336;;False;;125;False;False;Flamethrower;;Coalossal
15337;;False;;133;False;False;Earth Power;;Coalossal
15338;;False;;141;False;False;Fire Blast;;Coalossal
15339;;False;;149;False;False;Earthquake;;Coalossal
15340;;False;;152;False;False;Giga Impact;;Coalossal
15341;;False;;157;False;False;Overheat;;Coalossal
15342;;False;;163;False;False;Hyper Beam;;Coalossal
15343;;False;;165;False;False;Flare Blitz;;Coalossal
15344;;False;;168;False;False;Solar Beam;;Coalossal
15345;;False;;171;False;False;Tera Blast;;Coalossal
15346;;False;;;True;False;Block;;Coalossal
15347;;False;;;True;False;Explosion;;Coalossal
15348;;False;;;True;False;Mud-Slap;;Coalossal
15349;1;False;;;False;False;Astonish;;Applin
15350;1;False;;;False;False;Withdraw;;Applin
15351;;False;;21;False;False;Pounce;;Applin
15352;;False;;171;False;False;Tera Blast;;Applin
15353;;False;;;True;False;Defense Curl;;Applin
15354;;False;;;True;False;Recycle;;Applin
15355;;False;;;True;False;Rollout;;Applin
15356;;False;;;True;False;Sucker Punch;;Applin
15357;1;False;;;False;False;Astonish;;Flapple
15358;1;False;;;False;False;Growth;;Flapple
15359;1;False;;;True;False;Recycle;;Flapple
15360;1;False;;;False;False;Twister;;Flapple
15361;1;False;;;False;False;Withdraw;;Flapple
15362;4;False;;13;False;False;Acid Spray;;Flapple
15363;8;False;;14;False;False;Acrobatics;;Flapple
15364;12;False;;;False;False;Leech Seed;;Flapple
15365;16;False;;07;False;False;Protect;;Flapple
15366;20;False;;;False;False;Dragon Breath;;Flapple
15367;24;False;;100;False;False;Dragon Dance;;Flapple
15368;28;False;;115;False;False;Dragon Pulse;;Flapple
15369;32;False;;;False;False;Grav Apple;;Flapple
15370;36;False;;104;False;False;Iron Defense;;Flapple
15371;40;False;;97;False;False;Fly;;Flapple
15372;44;False;;;False;False;Dragon Rush;;Flapple
15373;;False;;01;False;False;Take Down;;Flapple
15374;;False;;06;False;False;Scary Face;;Flapple
15375;;False;;20;False;False;Trailblaze;;Flapple
15376;;False;;21;False;False;Pounce;;Flapple
15377;;False;;25;False;False;Facade;;Flapple
15378;;False;;27;False;False;Aerial Ace;;Flapple
15379;;False;;33;False;False;Magical Leaf;;Flapple
15380;;False;;47;False;False;Endure;;Flapple
15381;;False;;49;False;False;Sunny Day;;Flapple
15382;;False;;56;False;False;Bullet Seed;;Flapple
15383;;False;;60;False;False;U-turn;;Flapple
15384;;False;;65;False;False;Air Slash;;Flapple
15385;;False;;70;False;False;Sleep Talk;;Flapple
15386;;False;;71;False;False;Seed Bomb;;Flapple
15387;;False;;81;False;False;Grass Knot;;Flapple
15388;;False;;85;False;False;Rest;;Flapple
15389;;False;;103;False;False;Substitute;;Flapple
15390;;False;;111;False;False;Giga Drain;;Flapple
15391;;False;;119;False;False;Energy Ball;;Flapple
15392;;False;;121;False;False;Heavy Slam;;Flapple
15393;;False;;137;False;False;Grassy Terrain;;Flapple
15394;;False;;152;False;False;Giga Impact;;Flapple
15395;;False;;156;False;False;Outrage;;Flapple
15396;;False;;159;False;False;Leaf Storm;;Flapple
15397;;False;;163;False;False;Hyper Beam;;Flapple
15398;;False;;168;False;False;Solar Beam;;Flapple
15399;;False;;169;False;False;Draco Meteor;;Flapple
15400;;False;;171;False;False;Tera Blast;;Flapple
15401;;False;;;True;False;Defense Curl;;Flapple
15402;;False;;;True;False;Rollout;;Flapple
15403;;False;;;True;False;Sucker Punch;;Flapple
15404;1;False;;;False;False;Astonish;;Appletun
15405;1;False;;;False;False;Growth;;Appletun
15406;1;False;;;True;False;Recycle;;Appletun
15407;1;False;;;False;False;Sweet Scent;;Appletun
15408;1;False;;;False;False;Withdraw;;Appletun
15409;4;False;;;False;False;Curse;;Appletun
15410;8;False;;;False;False;Stomp;;Appletun
15411;12;False;;;False;False;Leech Seed;;Appletun
15412;16;False;;07;False;False;Protect;;Appletun
15413;20;False;;56;False;False;Bullet Seed;;Appletun
15414;24;False;;;False;False;Recover;;Appletun
15415;28;False;;;False;False;Apple Acid;;Appletun
15416;32;False;;66;False;False;Body Slam;;Appletun
15417;36;False;;104;False;False;Iron Defense;;Appletun
15418;40;False;;115;False;False;Dragon Pulse;;Appletun
15419;44;False;;119;False;False;Energy Ball;;Appletun
15420;;False;;01;False;False;Take Down;;Appletun
15421;;False;;20;False;False;Trailblaze;;Appletun
15422;;False;;21;False;False;Pounce;;Appletun
15423;;False;;25;False;False;Facade;;Appletun
15424;;False;;28;False;False;Bulldoze;;Appletun
15425;;False;;33;False;False;Magical Leaf;;Appletun
15426;;False;;44;False;False;Dragon Tail;;Appletun
15427;;False;;47;False;False;Endure;;Appletun
15428;;False;;49;False;False;Sunny Day;;Appletun
15429;;False;;50;False;False;Rain Dance;;Appletun
15430;;False;;59;False;False;Zen Headbutt;;Appletun
15431;;False;;70;False;False;Sleep Talk;;Appletun
15432;;False;;71;False;False;Seed Bomb;;Appletun
15433;;False;;74;False;False;Reflect;;Appletun
15434;;False;;75;False;False;Light Screen;;Appletun
15435;;False;;81;False;False;Grass Knot;;Appletun
15436;;False;;84;False;False;Stomping Tantrum;;Appletun
15437;;False;;85;False;False;Rest;;Appletun
15438;;False;;89;False;False;Body Press;;Appletun
15439;;False;;99;False;False;Iron Head;;Appletun
15440;;False;;103;False;False;Substitute;;Appletun
15441;;False;;111;False;False;Giga Drain;;Appletun
15442;;False;;121;False;False;Heavy Slam;;Appletun
15443;;False;;128;False;False;Amnesia;;Appletun
15444;;False;;130;False;False;Helping Hand;;Appletun
15445;;False;;137;False;False;Grassy Terrain;;Appletun
15446;;False;;149;False;False;Earthquake;;Appletun
15447;;False;;152;False;False;Giga Impact;;Appletun
15448;;False;;156;False;False;Outrage;;Appletun
15449;;False;;159;False;False;Leaf Storm;;Appletun
15450;;False;;163;False;False;Hyper Beam;;Appletun
15451;;False;;168;False;False;Solar Beam;;Appletun
15452;;False;;169;False;False;Draco Meteor;;Appletun
15453;;False;;171;False;False;Tera Blast;;Appletun
15454;;False;;;True;False;Defense Curl;;Appletun
15455;;False;;;True;False;Rollout;;Appletun
15456;;False;;;True;False;Sucker Punch;;Appletun
15457;1;False;;;False;False;Sand Attack;;Silicobra
15458;1;False;;;False;False;Wrap;;Silicobra
15459;5;False;;;False;False;Minimize;;Silicobra
15460;10;False;;;False;False;Brutal Swing;;Silicobra
15461;15;False;;28;False;False;Bulldoze;;Silicobra
15462;20;False;;;False;False;Headbutt;;Silicobra
15463;25;False;;;False;False;Glare;;Silicobra
15464;30;False;;55;False;False;Dig;;Silicobra
15465;35;False;;51;False;False;Sandstorm;;Silicobra
15466;40;False;;;False;False;Slam;;Silicobra
15467;45;False;;;False;False;Coil;;Silicobra
15468;50;False;;;False;False;Sand Tomb;;Silicobra
15469;;False;;01;False;False;Take Down;;Silicobra
15470;;False;;05;True;False;Mud-Slap;;Silicobra
15471;;False;;06;False;False;Scary Face;;Silicobra
15472;;False;;07;False;False;Protect;;Silicobra
15473;;False;;25;False;False;Facade;;Silicobra
15474;;False;;26;True;False;Poison Tail;;Silicobra
15475;;False;;35;False;False;Mud Shot;;Silicobra
15476;;False;;36;False;False;Rock Tomb;;Silicobra
15477;;False;;47;False;False;Endure;;Silicobra
15478;;False;;66;False;False;Body Slam;;Silicobra
15479;;False;;70;False;False;Sleep Talk;;Silicobra
15480;;False;;76;False;False;Rock Blast;;Silicobra
15481;;False;;85;False;False;Rest;;Silicobra
15482;;False;;86;False;False;Rock Slide;;Silicobra
15483;;False;;103;False;False;Substitute;;Silicobra
15484;;False;;106;False;False;Drill Run;;Silicobra
15485;;False;;116;False;False;Stealth Rock;;Silicobra
15486;;False;;133;False;False;Earth Power;;Silicobra
15487;;False;;149;False;False;Earthquake;;Silicobra
15488;;False;;150;False;False;Stone Edge;;Silicobra
15489;;False;;171;False;False;Tera Blast;;Silicobra
15490;;False;;;True;False;Belch;;Silicobra
15491;;False;;;True;False;Dragon Rush;;Silicobra
15492;;False;;;True;False;Last Resort;;Silicobra
15493;1;False;;;False;False;Brutal Swing;;Sandaconda
15494;1;False;;;False;False;Minimize;;Sandaconda
15495;1;False;;;False;False;Sand Attack;;Sandaconda
15496;1;False;;;False;False;Wrap;;Sandaconda
15497;15;False;;28;False;False;Bulldoze;;Sandaconda
15498;20;False;;;False;False;Headbutt;;Sandaconda
15499;25;False;;;False;False;Glare;;Sandaconda
15500;30;False;;55;False;False;Dig;;Sandaconda
15501;35;False;;51;False;False;Sandstorm;;Sandaconda
15502;42;False;;;False;False;Slam;;Sandaconda
15503;49;False;;;False;False;Coil;;Sandaconda
15504;51;False;;;False;False;Sand Tomb;;Sandaconda
15505;;False;;01;False;False;Take Down;;Sandaconda
15506;;False;;05;True;False;Mud-Slap;;Sandaconda
15507;;False;;06;False;False;Scary Face;;Sandaconda
15508;;False;;07;False;False;Protect;;Sandaconda
15509;;False;;08;False;False;Fire Fang;;Sandaconda
15510;;False;;09;False;False;Thunder Fang;;Sandaconda
15511;;False;;25;False;False;Facade;;Sandaconda
15512;;False;;26;True;False;Poison Tail;;Sandaconda
15513;;False;;35;False;False;Mud Shot;;Sandaconda
15514;;False;;36;False;False;Rock Tomb;;Sandaconda
15515;;False;;47;False;False;Endure;;Sandaconda
15516;;False;;59;False;False;Zen Headbutt;;Sandaconda
15517;;False;;66;False;False;Body Slam;;Sandaconda
15518;;False;;70;False;False;Sleep Talk;;Sandaconda
15519;;False;;76;False;False;Rock Blast;;Sandaconda
15520;;False;;85;False;False;Rest;;Sandaconda
15521;;False;;86;False;False;Rock Slide;;Sandaconda
15522;;False;;89;False;False;Body Press;;Sandaconda
15523;;False;;99;False;False;Iron Head;;Sandaconda
15524;;False;;103;False;False;Substitute;;Sandaconda
15525;;False;;104;False;False;Iron Defense;;Sandaconda
15526;;False;;106;False;False;Drill Run;;Sandaconda
15527;;False;;116;False;False;Stealth Rock;;Sandaconda
15528;;False;;133;False;False;Earth Power;;Sandaconda
15529;;False;;149;False;False;Earthquake;;Sandaconda
15530;;False;;150;False;False;Stone Edge;;Sandaconda
15531;;False;;152;False;False;Giga Impact;;Sandaconda
15532;;False;;156;False;False;Outrage;;Sandaconda
15533;;False;;160;False;False;Hurricane;;Sandaconda
15534;;False;;163;False;False;Hyper Beam;;Sandaconda
15535;;False;;171;False;False;Tera Blast;;Sandaconda
15536;;False;;;True;False;Belch;;Sandaconda
15537;;False;;;True;False;Dragon Rush;;Sandaconda
15538;;False;;;True;False;Last Resort;;Sandaconda
15539;1;False;;;False;False;Aqua Jet;;Arrokuda
15540;1;False;;;False;False;Peck;;Arrokuda
15541;6;False;;;False;False;Fury Attack;;Arrokuda
15542;12;False;;;False;False;Bite;;Arrokuda
15543;18;False;;04;False;False;Agility;;Arrokuda
15544;24;False;;;False;False;Dive;;Arrokuda
15545;30;False;;;False;False;Focus Energy;;Arrokuda
15546;36;False;;108;False;False;Crunch;;Arrokuda
15547;42;False;;110;False;False;Liquidation;;Arrokuda
15548;48;False;;;False;False;Double-Edge;;Arrokuda
15549;;False;;01;False;False;Take Down;;Arrokuda
15550;;False;;07;False;False;Protect;;Arrokuda
15551;;False;;10;False;False;Ice Fang;;Arrokuda
15552;;False;;11;False;False;Water Pulse;;Arrokuda
15553;;False;;22;False;False;Chilling Water;;Arrokuda
15554;;False;;25;False;False;Facade;;Arrokuda
15555;;False;;32;False;False;Swift;;Arrokuda
15556;;False;;47;False;False;Endure;;Arrokuda
15557;;False;;50;False;False;Rain Dance;;Arrokuda
15558;;False;;58;False;False;Brick Break;;Arrokuda
15559;;False;;63;False;False;Psychic Fangs;;Arrokuda
15560;;False;;70;False;False;Sleep Talk;;Arrokuda
15561;;False;;77;False;False;Waterfall;;Arrokuda
15562;;False;;85;False;False;Rest;;Arrokuda
15563;;False;;103;False;False;Substitute;;Arrokuda
15564;;False;;106;False;False;Drill Run;;Arrokuda
15565;;False;;123;False;False;Surf;;Arrokuda
15566;;False;;142;False;False;Hydro Pump;;Arrokuda
15567;;False;;167;False;False;Close Combat;;Arrokuda
15568;;False;;171;False;False;Tera Blast;;Arrokuda
15569;;False;;;True;False;Acupressure;;Arrokuda
15570;;False;;;True;False;Night Slash;;Arrokuda
15571;;False;;;True;False;Slash;;Arrokuda
15572;;False;;;True;False;Thrash;;Arrokuda
15573;1;False;;;False;False;Aqua Jet;;Barraskewda
15574;1;False;;;False;False;Bite;;Barraskewda
15575;1;False;;;False;False;Fury Attack;;Barraskewda
15576;1;False;;;False;False;Peck;;Barraskewda
15577;1;False;;;False;False;Throat Chop;;Barraskewda
15578;18;False;;04;False;False;Agility;;Barraskewda
15579;24;False;;;False;False;Dive;;Barraskewda
15580;32;False;;;False;False;Focus Energy;;Barraskewda
15581;40;False;;108;False;False;Crunch;;Barraskewda
15582;48;False;;110;False;False;Liquidation;;Barraskewda
15583;56;False;;;False;False;Double-Edge;;Barraskewda
15584;;False;;01;False;False;Take Down;;Barraskewda
15585;;False;;06;False;False;Scary Face;;Barraskewda
15586;;False;;07;False;False;Protect;;Barraskewda
15587;;False;;10;False;False;Ice Fang;;Barraskewda
15588;;False;;11;False;False;Water Pulse;;Barraskewda
15589;;False;;22;False;False;Chilling Water;;Barraskewda
15590;;False;;25;False;False;Facade;;Barraskewda
15591;;False;;32;False;False;Swift;;Barraskewda
15592;;False;;47;False;False;Endure;;Barraskewda
15593;;False;;50;False;False;Rain Dance;;Barraskewda
15594;;False;;58;False;False;Brick Break;;Barraskewda
15595;;False;;63;False;False;Psychic Fangs;;Barraskewda
15596;;False;;70;False;False;Sleep Talk;;Barraskewda
15597;;False;;77;False;False;Waterfall;;Barraskewda
15598;;False;;83;False;False;Poison Jab;;Barraskewda
15599;;False;;85;False;False;Rest;;Barraskewda
15600;;False;;103;False;False;Substitute;;Barraskewda
15601;;False;;106;False;False;Drill Run;;Barraskewda
15602;;False;;123;False;False;Surf;;Barraskewda
15603;;False;;135;False;False;Ice Beam;;Barraskewda
15604;;False;;142;False;False;Hydro Pump;;Barraskewda
15605;;False;;143;False;False;Blizzard;;Barraskewda
15606;;False;;152;False;False;Giga Impact;;Barraskewda
15607;;False;;163;False;False;Hyper Beam;;Barraskewda
15608;;False;;167;False;False;Close Combat;;Barraskewda
15609;;False;;171;False;False;Tera Blast;;Barraskewda
15610;;False;;;True;False;Acupressure;;Barraskewda
15611;;False;;;True;False;Night Slash;;Barraskewda
15612;;False;;;True;False;Slash;;Barraskewda
15613;;False;;;True;False;Thrash;;Barraskewda
15614;1;False;;;False;False;Acid;;Toxel
15615;1;False;;;False;False;Belch;;Toxel
15616;1;False;;;False;False;Flail;;Toxel
15617;1;False;;;False;False;Growl;;Toxel
15618;1;False;;;False;False;Nuzzle;;Toxel
15619;1;False;;;False;False;Tearful Look;;Toxel
15620;;False;;02;False;False;Charm;;Toxel
15621;;False;;07;False;False;Protect;;Toxel
15622;;False;;25;False;False;Facade;;Toxel
15623;;False;;47;False;False;Endure;;Toxel
15624;;False;;70;False;False;Sleep Talk;;Toxel
15625;;False;;85;False;False;Rest;;Toxel
15626;;False;;103;False;False;Substitute;;Toxel
15627;;False;;122;False;False;Encore;;Toxel
15628;;False;;171;False;False;Tera Blast;;Toxel
15629;;False;;;True;False;Endeavor;;Toxel
15630;;False;;;True;False;Metal Sound;;Toxel
15631;1;False;;;False;False;Astonish;;Sinistea
15632;1;False;;;False;False;Withdraw;;Sinistea
15633;6;False;;;False;False;Aromatic Mist;;Sinistea
15634;12;False;;;False;False;Mega Drain;;Sinistea
15635;24;False;;;False;False;Sucker Punch;;Sinistea
15636;30;False;;;False;False;Sweet Scent;;Sinistea
15637;36;False;;111;False;False;Giga Drain;;Sinistea
15638;42;False;;140;False;False;Nasty Plot;;Sinistea
15639;48;False;;114;False;False;Shadow Ball;;Sinistea
15640;54;False;;;False;False;Memento;;Sinistea
15641;60;False;;;False;False;Shell Smash;;Sinistea
15642;;False;;07;False;False;Protect;;Sinistea
15643;;False;;16;False;False;Psybeam;;Sinistea
15644;;False;;17;False;False;Confuse Ray;;Sinistea
15645;;False;;25;False;False;Facade;;Sinistea
15646;;False;;29;False;False;Hex;;Sinistea
15647;;False;;33;False;False;Magical Leaf;;Sinistea
15648;;False;;41;False;False;Stored Power;;Sinistea
15649;;False;;42;False;False;Night Shade;;Sinistea
15650;;False;;47;False;False;Endure;;Sinistea
15651;;False;;54;False;False;Psyshock;;Sinistea
15652;;False;;62;False;False;Foul Play;;Sinistea
15653;;False;;70;False;False;Sleep Talk;;Sinistea
15654;;False;;80;False;False;Metronome;;Sinistea
15655;;False;;85;False;False;Rest;;Sinistea
15656;;False;;92;False;False;Imprison;;Sinistea
15657;;False;;94;False;False;Dark Pulse;;Sinistea
15658;;False;;98;False;False;Skill Swap;;Sinistea
15659;;False;;103;False;False;Substitute;;Sinistea
15660;;False;;107;False;False;Will-O-Wisp;;Sinistea
15661;;False;;109;False;False;Trick;;Sinistea
15662;;False;;120;False;False;Psychic;;Sinistea
15663;;False;;129;False;False;Calm Mind;;Sinistea
15664;;False;;132;False;False;Baton Pass;;Sinistea
15665;;False;;151;False;False;Phantom Force;;Sinistea
15666;;False;;161;False;False;Trick Room;;Sinistea
15667;;False;;171;False;False;Tera Blast;;Sinistea
15668;;False;;;True;False;Ally Switch;;Sinistea
15669;1;False;;;False;False;Aromatic Mist;;Polteageist
15670;1;False;;;False;False;Astonish;;Polteageist
15671;1;False;;;False;False;Mega Drain;;Polteageist
15672;1;False;;;False;False;Strength Sap;;Polteageist
15673;1;False;;;False;False;Withdraw;;Polteageist
15674;18;False;;07;False;False;Protect;;Polteageist
15675;24;False;;;False;False;Sucker Punch;;Polteageist
15676;30;False;;;False;False;Sweet Scent;;Polteageist
15677;36;False;;111;False;False;Giga Drain;;Polteageist
15678;42;False;;140;False;False;Nasty Plot;;Polteageist
15679;48;False;;114;False;False;Shadow Ball;;Polteageist
15680;54;False;;;False;False;Memento;;Polteageist
15681;60;False;;;False;False;Shell Smash;;Polteageist
15682;66;False;;;False;False;Curse;;Polteageist
15683;;False;;16;False;False;Psybeam;;Polteageist
15684;;False;;17;False;False;Confuse Ray;;Polteageist
15685;;False;;25;False;False;Facade;;Polteageist
15686;;False;;29;False;False;Hex;;Polteageist
15687;;False;;33;False;False;Magical Leaf;;Polteageist
15688;;False;;41;False;False;Stored Power;;Polteageist
15689;;False;;42;False;False;Night Shade;;Polteageist
15690;;False;;47;False;False;Endure;;Polteageist
15691;;False;;54;False;False;Psyshock;;Polteageist
15692;;False;;62;False;False;Foul Play;;Polteageist
15693;;False;;70;False;False;Sleep Talk;;Polteageist
15694;;False;;74;False;False;Reflect;;Polteageist
15695;;False;;75;False;False;Light Screen;;Polteageist
15696;;False;;80;False;False;Metronome;;Polteageist
15697;;False;;85;False;False;Rest;;Polteageist
15698;;False;;92;False;False;Imprison;;Polteageist
15699;;False;;94;False;False;Dark Pulse;;Polteageist
15700;;False;;98;False;False;Skill Swap;;Polteageist
15701;;False;;103;False;False;Substitute;;Polteageist
15702;;False;;107;False;False;Will-O-Wisp;;Polteageist
15703;;False;;109;False;False;Trick;;Polteageist
15704;;False;;120;False;False;Psychic;;Polteageist
15705;;False;;129;False;False;Calm Mind;;Polteageist
15706;;False;;132;False;False;Baton Pass;;Polteageist
15707;;False;;151;False;False;Phantom Force;;Polteageist
15708;;False;;152;False;False;Giga Impact;;Polteageist
15709;;False;;161;False;False;Trick Room;;Polteageist
15710;;False;;163;False;False;Hyper Beam;;Polteageist
15711;;False;;171;False;False;Tera Blast;;Polteageist
15712;;False;;;True;False;Ally Switch;;Polteageist
15713;1;False;;;False;False;Confusion;;Hatenna
15714;1;False;;;False;False;Play Nice;;Hatenna
15715;5;False;;;False;False;Life Dew;;Hatenna
15716;10;False;;19;False;False;Disarming Voice;;Hatenna
15717;15;False;;;False;False;Aromatic Mist;;Hatenna
15718;20;False;;16;False;False;Psybeam;;Hatenna
15719;25;False;;;False;False;Heal Pulse;;Hatenna
15720;30;False;;79;False;False;Dazzling Gleam;;Hatenna
15721;35;False;;129;False;False;Calm Mind;;Hatenna
15722;40;False;;120;False;False;Psychic;;Hatenna
15723;45;False;;;False;False;Healing Wish;;Hatenna
15724;;False;;02;False;False;Charm;;Hatenna
15725;;False;;07;False;False;Protect;;Hatenna
15726;;False;;25;False;False;Facade;;Hatenna
15727;;False;;32;False;False;Swift;;Hatenna
15728;;False;;33;False;False;Magical Leaf;;Hatenna
15729;;False;;37;False;False;Draining Kiss;;Hatenna
15730;;False;;41;False;False;Stored Power;;Hatenna
15731;;False;;47;False;False;Endure;;Hatenna
15732;;False;;54;False;False;Psyshock;;Hatenna
15733;;False;;70;False;False;Sleep Talk;;Hatenna
15734;;False;;74;False;False;Reflect;;Hatenna
15735;;False;;75;False;False;Light Screen;;Hatenna
15736;;False;;80;False;False;Metronome;;Hatenna
15737;;False;;82;False;False;Thunder Wave;;Hatenna
15738;;False;;85;False;False;Rest;;Hatenna
15739;;False;;92;False;False;Imprison;;Hatenna
15740;;False;;94;False;False;Dark Pulse;;Hatenna
15741;;False;;98;False;False;Skill Swap;;Hatenna
15742;;False;;103;False;False;Substitute;;Hatenna
15743;;False;;109;False;False;Trick;;Hatenna
15744;;False;;111;False;False;Giga Drain;;Hatenna
15745;;False;;127;False;False;Play Rough;;Hatenna
15746;;False;;130;False;False;Helping Hand;;Hatenna
15747;;False;;132;False;False;Baton Pass;;Hatenna
15748;;False;;138;False;False;Psychic Terrain;;Hatenna
15749;;False;;139;False;False;Misty Terrain;;Hatenna
15750;;False;;161;False;False;Trick Room;;Hatenna
15751;;False;;171;False;False;Tera Blast;;Hatenna
15752;;False;;;True;False;After You;;Hatenna
15753;;False;;;True;False;Mystical Fire;;Hatenna
15754;;False;;;True;False;Nuzzle;;Hatenna
15755;;False;;;True;False;Quash;;Hatenna
15756;1;False;;;False;False;Confusion;;Hattrem
15757;1;False;;19;False;False;Disarming Voice;;Hattrem
15758;1;False;;;False;False;Life Dew;;Hattrem
15759;1;False;;;False;False;Play Nice;;Hattrem
15760;15;False;;;False;False;Aromatic Mist;;Hattrem
15761;20;False;;16;False;False;Psybeam;;Hattrem
15762;25;False;;;False;False;Heal Pulse;;Hattrem
15763;30;False;;79;False;False;Dazzling Gleam;;Hattrem
15764;37;False;;129;False;False;Calm Mind;;Hattrem
15765;44;False;;120;False;False;Psychic;;Hattrem
15766;51;False;;;False;False;Healing Wish;;Hattrem
15767;;False;;02;False;False;Charm;;Hattrem
15768;;False;;07;False;False;Protect;;Hattrem
15769;;False;;25;False;False;Facade;;Hattrem
15770;;False;;32;False;False;Swift;;Hattrem
15771;;False;;33;False;False;Magical Leaf;;Hattrem
15772;;False;;37;False;False;Draining Kiss;;Hattrem
15773;;False;;41;False;False;Stored Power;;Hattrem
15774;;False;;47;False;False;Endure;;Hattrem
15775;;False;;54;False;False;Psyshock;;Hattrem
15776;;False;;70;False;False;Sleep Talk;;Hattrem
15777;;False;;74;False;False;Reflect;;Hattrem
15778;;False;;75;False;False;Light Screen;;Hattrem
15779;;False;;80;False;False;Metronome;;Hattrem
15780;;False;;82;False;False;Thunder Wave;;Hattrem
15781;;False;;85;False;False;Rest;;Hattrem
15782;;False;;92;False;False;Imprison;;Hattrem
15783;;False;;94;False;False;Dark Pulse;;Hattrem
15784;;False;;98;False;False;Skill Swap;;Hattrem
15785;;False;;103;False;False;Substitute;;Hattrem
15786;;False;;109;False;False;Trick;;Hattrem
15787;;False;;111;False;False;Giga Drain;;Hattrem
15788;;False;;127;False;False;Play Rough;;Hattrem
15789;;False;;130;False;False;Helping Hand;;Hattrem
15790;;False;;132;False;False;Baton Pass;;Hattrem
15791;;False;;138;False;False;Psychic Terrain;;Hattrem
15792;;False;;139;False;False;Misty Terrain;;Hattrem
15793;;False;;161;False;False;Trick Room;;Hattrem
15794;;False;;171;False;False;Tera Blast;;Hattrem
15795;;False;;;True;False;After You;;Hattrem
15796;;False;;;True;False;Mystical Fire;;Hattrem
15797;;False;;;True;False;Nuzzle;;Hattrem
15798;;False;;;True;False;Quash;;Hattrem
15799;1;False;;;False;False;Brutal Swing;;Hatterene
15800;1;False;;;False;False;Confusion;;Hatterene
15801;1;False;;19;False;False;Disarming Voice;;Hatterene
15802;1;False;;;False;False;Life Dew;;Hatterene
15803;1;False;;;False;False;Play Nice;;Hatterene
15804;15;False;;;False;False;Aromatic Mist;;Hatterene
15805;20;False;;16;False;False;Psybeam;;Hatterene
15806;25;False;;;False;False;Heal Pulse;;Hatterene
15807;30;False;;79;False;False;Dazzling Gleam;;Hatterene
15808;37;False;;129;False;False;Calm Mind;;Hatterene
15809;46;False;;120;False;False;Psychic;;Hatterene
15810;55;False;;;False;False;Healing Wish;;Hatterene
15811;64;False;;;False;False;Magic Powder;;Hatterene
15812;;False;;02;False;False;Charm;;Hatterene
15813;;False;;04;False;False;Agility;;Hatterene
15814;;False;;07;False;False;Protect;;Hatterene
15815;;False;;25;False;False;Facade;;Hatterene
15816;;False;;32;False;False;Swift;;Hatterene
15817;;False;;33;False;False;Magical Leaf;;Hatterene
15818;;False;;37;False;False;Draining Kiss;;Hatterene
15819;;False;;41;False;False;Stored Power;;Hatterene
15820;;False;;47;False;False;Endure;;Hatterene
15821;;False;;54;False;False;Psyshock;;Hatterene
15822;;False;;61;False;False;Shadow Claw;;Hatterene
15823;;False;;70;False;False;Sleep Talk;;Hatterene
15824;;False;;74;False;False;Reflect;;Hatterene
15825;;False;;75;False;False;Light Screen;;Hatterene
15826;;False;;80;False;False;Metronome;;Hatterene
15827;;False;;82;False;False;Thunder Wave;;Hatterene
15828;;False;;85;False;False;Rest;;Hatterene
15829;;False;;88;False;False;Swords Dance;;Hatterene
15830;;False;;92;False;False;Imprison;;Hatterene
15831;;False;;94;False;False;Dark Pulse;;Hatterene
